source,target,edge_type,decision_date,fine_amount
Spanish Data Protection Agency,Spain_471,decided_by,,0.0
Spanish Data Protection Agency,Spain_468,decided_by,,0.0
Spanish Data Protection Agency,Spain_476,decided_by,,0.0
Spanish Data Protection Agency,Spain_478,decided_by,,0.0
Spanish Data Protection Agency,Spain_492,decided_by,,6000.0
Spanish Data Protection Agency,Spain_491,decided_by,,200000.0
Spanish Data Protection Agency,Spain_493,decided_by,2022-05-22 00:00:00+00:00,0.0
Spanish Data Protection Agency,Spain_494,decided_by,,20000.0
Spanish Data Protection Agency,Spain_495,decided_by,,70000.0
Spanish Data Protection Agency,Spain_497,decided_by,,3600.0
Spanish Data Protection Agency,Spain_498,decided_by,,0.0
Spanish Data Protection Agency,Spain_500,decided_by,,8000.0
Spanish Data Protection Agency,Spain_503,decided_by,,25000.0
Spanish Data Protection Agency,Spain_506,decided_by,,2000.0
Spanish Data Protection Agency,Spain_504,decided_by,,0.0
Spanish Data Protection Agency,Spain_509,decided_by,,20000.0
Spanish Data Protection Agency,Spain_510,decided_by,,60000.0
Spanish Data Protection Agency,Spain_519,decided_by,,75000.0
Spanish Data Protection Agency,Spain_524,decided_by,,0.0
Spanish Data Protection Agency,Spain_525,decided_by,,0.0
Spanish Data Protection Agency,Spain_523,decided_by,,48000.0
Spanish Data Protection Agency,Spain_526,decided_by,,1500.0
Spanish Data Protection Agency,Spain_536,decided_by,,5000.0
Spanish Data Protection Agency,Spain_530,decided_by,2021-10-04 00:00:00+00:00,60000.0
Spanish Data Protection Agency,Spain_544,decided_by,,5000.0
Spanish Data Protection Agency,Spain_545,decided_by,,70000.0
Spanish Data Protection Agency,Spain_546,decided_by,,75000.0
Spanish Data Protection Agency,Spain_547,decided_by,,80000.0
Spanish Data Protection Agency,Spain_566,decided_by,,75000.0
Spanish Data Protection Agency,Spain_575,decided_by,,55000.0
Spanish Data Protection Agency,Spain_571,decided_by,,0.0
Spanish Data Protection Agency,Spain_578,decided_by,,0.0
Spanish Data Protection Agency,Spain_576,decided_by,,480.0
Spanish Data Protection Agency,Spain_581,decided_by,,10000.0
Spanish Data Protection Agency,Spain_577,decided_by,,80000.0
Spanish Data Protection Agency,Spain_582,decided_by,2024-01-16 00:00:00+00:00,1200.0
Spanish Data Protection Agency,Spain_579,decided_by,,0.0
Spanish Data Protection Agency,Spain_583,decided_by,,70000.0
Spanish Data Protection Agency,Spain_590,decided_by,,0.0
Spanish Data Protection Agency,Spain_585,decided_by,,0.0
Spanish Data Protection Agency,Spain_587,decided_by,,0.0
Spanish Data Protection Agency,Spain_588,decided_by,,0.0
Spanish Data Protection Agency,Spain_595,decided_by,,0.0
Spanish Data Protection Agency,Spain_596,decided_by,,0.0
Spanish Data Protection Agency,Spain_594,decided_by,,0.0
Spanish Data Protection Agency,Spain_600,decided_by,,0.0
Spanish Data Protection Agency,Spain_603,decided_by,,0.0
Spanish Data Protection Agency,Spain_602,decided_by,,0.0
Spanish Data Protection Agency,Spain_604,decided_by,,0.0
Spanish Data Protection Agency,Spain_606,decided_by,,0.0
Spanish Data Protection Agency,Spain_607,decided_by,,0.0
Spanish Data Protection Agency,Spain_611,decided_by,,0.0
Spanish Data Protection Agency,Spain_610,decided_by,,0.0
Spanish Data Protection Agency,Spain_614,decided_by,,0.0
Spanish Data Protection Agency,Spain_616,decided_by,,600.0
Spanish Data Protection Agency (AEPD),Spain_6,decided_by,,0.0
Spanish Data Protection Agency (AEPD),Spain_238,decided_by,,0.0
Spanish Data Protection Agency (AEPD),Spain_580,decided_by,,0.0
Spanish Agency for Data Protection (AEPD),Spain_277,decided_by,,0.0
Agencia Española de Protección de Datos (AEPD),Spain_406,decided_by,2021-11-26 00:00:00+00:00,0.0
Spanish Agency of Data Protection,Spain_508,decided_by,,6000.0
Catalan Data Protection Authority,Spain_615,decided_by,,0.0
Catalan Data Protection Authority,Spain_621,decided_by,,0.0
Catalan Data Protection Authority,Spain_620,decided_by,,0.0
Catalan Data Protection Authority,Spain_624,decided_by,,0.0
Catalan Data Protection Authority,Spain_625,decided_by,,0.0
Catalan Data Protection Authority,Spain_627,decided_by,,0.0
Catalan Data Protection Authority,Spain_626,decided_by,,3000.0
Catalan Data Protection Authority (APDCAT),Spain_617,decided_by,2022-11-24 00:00:00+00:00,0.0
Catalan Data Protection Agency (APDCAT),Spain_619,decided_by,2021-11-04 00:00:00+00:00,0.0
Basque Agency for the Protection of Data,Spain_630,decided_by,2022-03-07 00:00:00+00:00,0.0
Agència de Protecció de Dades de Catalunya,Spain_618,decided_by,,0.0
Basque Agency for Data Protection,Spain_631,decided_by,,0.0
Information Commissioner,Slovenia_1,decided_by,,0.0
Information Commissioner,Slovenia_3,decided_by,2021-03-25 00:00:00+00:00,0.0
Information Commissioner,Slovenia_4,decided_by,,0.0
Information Commissioner,Slovenia_5,decided_by,,0.0
Information Commissioner,Slovenia_12,decided_by,,0.0
Information Commissioner,Slovenia_11,decided_by,,0.0
Information Commissioner,Slovenia_18,decided_by,2020-02-14 00:00:00+00:00,0.0
Information Commissioner,Slovenia_13,decided_by,,0.0
Information Commissioner,Slovenia_16,decided_by,,0.0
Information Commissioner,Slovenia_21,decided_by,2020-02-14 00:00:00+00:00,0.0
Information Commissioner,Slovenia_20,decided_by,,0.0
Information Commissioner,Slovenia_24,decided_by,,0.0
Information Commissioner,Slovenia_23,decided_by,,0.0
Information Commissioner,Slovenia_25,decided_by,,0.0
Information Commissioner,Slovenia_26,decided_by,,0.0
Information Commissioner,Slovenia_27,decided_by,,0.0
Information Commissioner,Slovenia_30,decided_by,2020-04-23 00:00:00+00:00,0.0
Information Commissioner,Slovenia_31,decided_by,2020-06-10 00:00:00+00:00,0.0
Information Commissioner,Slovenia_35,decided_by,,0.0
Information Commissioner,Slovenia_36,decided_by,,0.0
Information Commissioner,Slovenia_37,decided_by,,0.0
Information Commissioner,Slovenia_38,decided_by,,0.0
Information Commissioner,Slovenia_39,decided_by,,0.0
Information Commissioner,Slovenia_42,decided_by,,0.0
Information Commissioner,Slovenia_45,decided_by,,0.0
Information Commissioner,Slovenia_51,decided_by,,0.0
Information Commissioner,Slovenia_55,decided_by,,0.0
Information Commissioner,Slovenia_56,decided_by,,0.0
Information Commissioner,Slovenia_53,decided_by,,0.0
Information Commissioner,Slovenia_57,decided_by,,0.0
Information Commissioner,Slovenia_61,decided_by,,6255.0
Information Commissioner,Slovenia_62,decided_by,,0.0
Information Commissioner,Slovenia_65,decided_by,2022-01-18 00:00:00+00:00,0.0
Information Commissioner,Slovenia_64,decided_by,2021-05-21 00:00:00+00:00,0.0
Information Commissioner,Slovenia_66,decided_by,,0.0
Information Commissioner,Slovenia_67,decided_by,,0.0
Information Commissioner,Slovenia_68,decided_by,,0.0
Information Commissioner,Slovenia_72,decided_by,,0.0
Information Commissioner,Slovenia_75,decided_by,,0.0
Information Commissioner,Slovenia_77,decided_by,,0.0
Council for Transparency and Protection of Data of Andalusia,Spain_628,decided_by,,0.0
Transparency and Data Protection Council of Andalusia,Spain_629,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_8,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_9,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_7,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_10,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_14,decided_by,2021-04-12 00:00:00+00:00,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_19,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_34,decided_by,2020-07-28 00:00:00+00:00,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_28,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_32,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_33,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_48,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_63,decided_by,,0.0
Information Commissioner of the Republic of Slovenia,Slovenia_78,decided_by,,0.0
Informacijski pooblaščenec,Slovenia_6,decided_by,,0.0
Information Commissioner (IP),Slovenia_15,decided_by,2021-04-12 00:00:00+00:00,0.0
Information Commissioner (IP),Slovenia_17,decided_by,,0.0
Information Commissioner (IP),Slovenia_44,decided_by,,0.0
Information Commissioner (Slovenia),Slovenia_22,decided_by,,0.0
Information Commissioner (Slovenia),Slovenia_29,decided_by,2020-04-23 00:00:00+00:00,0.0
Information Commissioner (Slovenia),Slovenia_43,decided_by,,0.0
Information Commissioner (Slovenia),Slovenia_46,decided_by,2021-04-06 00:00:00+00:00,0.0
Information Commissioner (Slovenia),Slovenia_47,decided_by,2021-04-08 00:00:00+00:00,0.0
Information Commissioner (Slovenia),Slovenia_54,decided_by,,0.0
Information Commissioner (Slovenia),Slovenia_69,decided_by,,0.0
Information Commissioner (Slovenia),Slovenia_74,decided_by,,0.0
Informacijski pooblaščenec (Information Commissioner),Slovenia_41,decided_by,,0.0
Informacijski pooblaščenec (Information Commissioner),Slovenia_73,decided_by,,0.0
Informacijski pooblaščenec (IP),Slovenia_50,decided_by,2021-03-15 00:00:00+00:00,0.0
Information Commissioner of Slovenia,Slovenia_58,decided_by,,500.0
Office for the Protection of Personal Data of the Slovak Republic,Slovakia_1,decided_by,,0.0
National Supervisory Authority for Personal Data Processing,Romania_1,decided_by,2023-01-03 00:00:00+00:00,500.0
National Supervisory Authority for Personal Data Processing,Romania_17,decided_by,,70000.0
National Supervisory Authority for Personal Data Processing,Romania_20,decided_by,,1000.0
National Supervisory Authority for Personal Data Processing,Romania_34,decided_by,,25000.0
National Supervisory Authority for Personal Data Processing,Romania_48,decided_by,2023-04-30 00:00:00+00:00,1500.0
National Supervisory Authority for Personal Data Processing,Romania_46,decided_by,,12000.0
National Supervisory Authority for Personal Data Processing,Romania_120,decided_by,,0.0
National Supervisory Authority for Personal Data Processing,Romania_139,decided_by,,0.0
National Supervisory Authority for Personal Data Processing,Romania_153,decided_by,,2000.0
National Supervisory Authority for Personal Data Processing,Romania_155,decided_by,,12000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_2,decided_by,,0.0
The National Supervisory Authority for the Processing of Personal Data,Romania_60,decided_by,,1000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_67,decided_by,,2000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_76,decided_by,,2000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_78,decided_by,,2000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_93,decided_by,,20000.0
The National Supervisory Authority for the Processing of Personal Data,Romania_102,decided_by,2023-10-25 00:00:00+00:00,1000.0
National Supervisory Authority,Romania_4,decided_by,,3000.0
National Supervisory Authority,Romania_14,decided_by,,10000.0
National Supervisory Authority,Romania_15,decided_by,,1000.0
National Supervisory Authority,Romania_18,decided_by,,0.0
National Supervisory Authority,Romania_24,decided_by,,3000.0
National Supervisory Authority,Romania_29,decided_by,,1000.0
National Supervisory Authority,Romania_33,decided_by,,2000.0
National Supervisory Authority,Romania_36,decided_by,2020-04-14 00:00:00+00:00,5000.0
National Supervisory Authority,Romania_31,decided_by,,0.0
National Supervisory Authority,Romania_43,decided_by,,2000.0
National Supervisory Authority,Romania_42,decided_by,,0.0
National Supervisory Authority,Romania_50,decided_by,,200.0
National Supervisory Authority,Romania_51,decided_by,,500.0
National Supervisory Authority,Romania_58,decided_by,,2000.0
National Supervisory Authority,Romania_59,decided_by,,100000.0
National Supervisory Authority,Romania_63,decided_by,,7000.0
National Supervisory Authority,Romania_70,decided_by,,0.0
National Supervisory Authority,Romania_72,decided_by,,10000.0
National Supervisory Authority,Romania_73,decided_by,,4000.0
National Supervisory Authority,Romania_79,decided_by,,0.0
National Supervisory Authority,Romania_84,decided_by,,2000.0
National Supervisory Authority,Romania_92,decided_by,,0.0
National Supervisory Authority,Romania_103,decided_by,,1000.0
National Supervisory Authority,Romania_110,decided_by,,10000.0
National Supervisory Authority,Romania_116,decided_by,2021-04-30 00:00:00+00:00,2000.0
National Supervisory Authority,Romania_121,decided_by,,5000.0
National Supervisory Authority,Romania_122,decided_by,,0.0
National Supervisory Authority,Romania_123,decided_by,,3000.0
National Supervisory Authority,Romania_127,decided_by,,3000.0
National Supervisory Authority,Romania_156,decided_by,,5000.0
National Supervisory Authority,Romania_174,decided_by,2020-12-11 00:00:00+00:00,0.0
National Supervisory Authority,Romania_175,decided_by,2020-12-11 00:00:00+00:00,0.0
National Supervisory Authority,Romania_172,decided_by,,0.0
National Supervisory Authority for the Processing of Personal Data,Romania_3,decided_by,,3000.0
National Supervisory Authority for the Processing of Personal Data,Romania_10,decided_by,,17000.0
National Supervisory Authority for the Processing of Personal Data,Romania_19,decided_by,,10000.0
National Supervisory Authority for the Processing of Personal Data,Romania_26,decided_by,,2000.0
National Supervisory Authority for the Processing of Personal Data,Romania_49,decided_by,,3000.0
National Supervisory Authority for the Processing of Personal Data,Romania_91,decided_by,,0.0
A.N.S.P.D.C.P.,Romania_6,decided_by,,0.0
A.N.S.P.D.C.P.,Romania_25,decided_by,,0.0
A.N.S.P.D.C.P.,Romania_28,decided_by,2021-08-24 00:00:00+00:00,3000.0
A.N.S.P.D.C.P.,Romania_45,decided_by,2022-11-09 00:00:00+00:00,1000.0
A.N.S.P.D.C.P.,Romania_47,decided_by,,2000.0
A.N.S.P.D.C.P.,Romania_53,decided_by,2025-04-30 00:00:00+00:00,5000.0
A.N.S.P.D.C.P.,Romania_61,decided_by,,2000.0
A.N.S.P.D.C.P.,Romania_71,decided_by,,4000.0
A.N.S.P.D.C.P.,Romania_77,decided_by,,5000.0
A.N.S.P.D.C.P.,Romania_81,decided_by,,1000.0
A.N.S.P.D.C.P.,Romania_100,decided_by,2021-12-13 00:00:00+00:00,2000.0
A.N.S.P.D.C.P.,Romania_108,decided_by,,6000.0
A.N.S.P.D.C.P.,Romania_114,decided_by,,0.0
A.N.S.P.D.C.P.,Romania_124,decided_by,,2500.0
A.N.S.P.D.C.P.,Romania_129,decided_by,,5000.0
A.N.S.P.D.C.P.,Romania_134,decided_by,2022-10-03 00:00:00+00:00,150.0
A.N.S.P.D.C.P.,Romania_148,decided_by,,5000.0
A.N.S.P.D.C.P.,Romania_164,decided_by,,15000.0
The National Supervisory Authority,Romania_9,decided_by,,0.0
The National Supervisory Authority,Romania_30,decided_by,,10000.0
The National Supervisory Authority,Romania_74,decided_by,2020-04-10 00:00:00+00:00,3000.0
The National Supervisory Authority,Romania_117,decided_by,,3000.0
The National Supervisory Authority,Romania_151,decided_by,,2000.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),Romania_11,decided_by,,2000.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),Romania_32,decided_by,,500.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),Romania_56,decided_by,,7000.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal (ANSPDCP),Romania_99,decided_by,,1000.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,Romania_13,decided_by,,0.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,Romania_57,decided_by,,18000.0
Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,Romania_65,decided_by,,2000.0
The National Supervisory Authority for Personal Data Processing,Romania_38,decided_by,,5000.0
The National Supervisory Authority for Personal Data Processing,Romania_52,decided_by,2025-07-16 00:00:00+00:00,4000.0
The National Supervisory Authority for Personal Data Processing,Romania_54,decided_by,,5000.0
The National Supervisory Authority for Personal Data Processing,Romania_101,decided_by,,0.0
The National Supervisory Authority for Personal Data Processing,Romania_131,decided_by,,2000.0
The National Supervisory Authority for Personal Data Processing,Romania_135,decided_by,,0.0
The National Supervisory Authority for Personal Data Processing,Romania_140,decided_by,,40000.0
The National Supervisory Authority for Personal Data Processing,Romania_163,decided_by,,2000.0
The National Supervisory Authority for Personal Data Processing,Romania_166,decided_by,,15000.0
The National Supervisory Authority for Personal Data Processing,Romania_176,decided_by,,20000.0
A.N.S.P.D.C.P,Romania_41,decided_by,,0.0
A.N.S.P.D.C.P,Romania_62,decided_by,,1000.0
A.N.S.P.D.C.P,Romania_94,decided_by,2024-06-25 00:00:00+00:00,4000.0
A.N.S.P.D.C.P,Romania_113,decided_by,,1500.0
A.N.S.P.D.C.P,Romania_132,decided_by,,2000.0
A.N.S.P.D.C.P,Romania_136,decided_by,2025-03-25 00:00:00+00:00,25000.0
A.N.S.P.D.C.P,Romania_161,decided_by,,5000.0
A.N.S.P.D.C.P,Romania_171,decided_by,,15000.0
A.N.S.P.D.C.P,Romania_177,decided_by,,10000.0
National DPA,Romania_87,decided_by,,1500.0
National Authority,Romania_107,decided_by,,2000.0
Romanian Supervisory Authority,Romania_150,decided_by,,5000.0
National Commission for Data Protection (CNPD),Portugal_11,decided_by,,0.0
Comissão Nacional de Proteção de Dados,Portugal_1,decided_by,2018-10-09 00:00:00+00:00,400000.0
Comissão Nacional de Proteção de Dados,Portugal_3,decided_by,,2000.0
Comissão Nacional de Proteção de Dados,Portugal_5,decided_by,,107000.0
Comissão Nacional de Proteção de Dados,Portugal_10,decided_by,2022-09-14 00:00:00+00:00,170000.0
Comissão Nacional de Proteção de Dados,Portugal_12,decided_by,2024-03-25 00:00:00+00:00,0.0
Comissão Nacional de Proteção de Dados,Portugal_13,decided_by,2024-07-09 00:00:00+00:00,0.0
President of the Office for Personal Data Protection,Poland_1,decided_by,,460000.0
President of the Office for Personal Data Protection,Poland_5,decided_by,2020-07-02 00:00:00+00:00,23256.0
President of the Office for Personal Data Protection,Poland_8,decided_by,,5000.0
President of the Office for Personal Data Protection,Poland_3,decided_by,2020-07-10 00:00:00+00:00,3505.16
President of the Office for Personal Data Protection,Poland_7,decided_by,,3000.0
President of the Office for Personal Data Protection,Poland_10,decided_by,,0.0
President of the Office for Personal Data Protection,Poland_6,decided_by,,85588.0
President of the Office for Personal Data Protection,Poland_12,decided_by,2021-04-27 00:00:00+00:00,5000.0
President of the Office for Personal Data Protection,Poland_16,decided_by,2022-06-06 00:00:00+00:00,15994.0
President of the Office for Personal Data Protection,Poland_19,decided_by,2020-06-30 00:00:00+00:00,0.0
President of the Office for Personal Data Protection,Poland_17,decided_by,,0.0
Comissão Nacional de Proteção de Dados (CNPD),Portugal_4,decided_by,,2000.0
President of the Office for the Protection of Personal Data,Poland_4,decided_by,2020-07-16 00:00:00+00:00,1168.0
President of the Personal Data Protection Office,Poland_2,decided_by,,0.0
President of the Personal Data Protection Office,Poland_9,decided_by,2021-12-01 00:00:00+00:00,18192.0
President of the Personal Data Protection Office,Poland_14,decided_by,2022-07-06 00:00:00+00:00,60000.0
President of the Personal Data Protection Office,Poland_15,decided_by,2020-11-12 00:00:00+00:00,0.0
President of the Personal Data Protection Office,Poland_20,decided_by,2020-08-24 00:00:00+00:00,100000.0
President of the Personal Data Protection Office,Poland_21,decided_by,,576220.0
President of the Personal Data Protection Office,Poland_24,decided_by,,100000.0
President of the Personal Data Protection Office (UODO),Poland_13,decided_by,2021-03-19 00:00:00+00:00,5000.0
President of the Personal Data Protection Office (UODO),Poland_18,decided_by,2022-11-30 00:00:00+00:00,45697.0
President of the Personal Data Protection Office (UODO),Poland_22,decided_by,,1440549.0
